0.125 1.1245027515099648e-07 5.641259819449105e-06 0.0 4.1321624768116823e-08 3.4476878742944493e-06 0.0
0.375 2.4773492897963986e-07 1.0601634078562833e-05 0.0 4.507023743165203e-08 2.327240324472484e-06 0.0
0.625 3.2972172427941253e-07 2.0241112401331174e-05 0.0 4.179442514326142e-08 2.4053190112820087e-06 0.0
0.875 3.6273818252876053e-07 3.111577650775935e-05 0.0 4.02805503629105e-08 2.584433580199581e-06 0.0
1.125 3.5698403502016805e-07 4.2074679898315766e-05 0.0 3.898230326350316e-08 2.6737321052317493e-06 0.0
1.375 3.3965586732279685e-07 4.781660371809705e-05 0.0 3.8797470900358096e-08 2.69723849285459e-06 0.0
1.625 3.134185428315786e-07 5.1515750640005974e-05 0.0 3.8573826773912665e-08 2.6393946474128314e-06 0.0
1.875 2.8258523453113065e-07 5.233766549309886e-05 0.0 3.8215908353901225e-08 2.489566672982056e-06 0.0
2.125 2.499710430961169e-07 4.7351972279208446e-05 0.0 3.762186984571007e-08 2.291556420191449e-06 0.0
2.375 2.2050530182347528e-07 3.786179429121305e-05 0.0 3.751210349135115e-08 2.0869559343570736e-06 0.0
2.625 1.98339593025257e-07 2.781250471305194e-05 0.0 3.634984662394701e-08 1.8924573797853147e-06 0.0
2.875 1.7567302086783627e-07 2.0061020773866795e-05 0.0 3.564693279590902e-08 1.7054975173026646e-06 0.0
3.125 1.5672886049494152e-07 1.512901791649075e-05 0.0 3.5083515091751726e-08 1.5373536736051376e-06 0.0
3.375 1.4210879949230948e-07 1.206878223684141e-05 0.0 3.4698813745258116e-08 1.3787474270772911e-06 0.0
3.625 1.287681738803695e-07 1.00639545313231e-05 0.0 3.4066541667528606e-08 1.2454098041964781e-06 0.0
3.875 1.1662347661358636e-07 8.614107532962399e-06 0.0 3.2836060745262014e-08 1.1226656651135494e-06 0.0
4.125 1.0762762711526573e-07 7.447380481382454e-06 0.0 3.2637108652499606e-08 1.015345302387691e-06 0.0
4.375 9.933210232120915e-08 6.5034333394121165e-06 0.0 3.190072587697085e-08 9.210676161218771e-07 0.0
4.625 9.39376562560058e-08 5.694206685562332e-06 0.0 3.1109143875414765e-08 8.374135992262398e-07 0.0
4.875 8.825089114235907e-08 5.016622776523893e-06 0.0 3.0470542366950126e-08 7.630382430268946e-07 0.0
5.125 8.336249021151608e-08 4.405611920826027e-06 0.0 2.9564006607855438e-08 7.017634345176727e-07 0.0
5.375 7.785387282513523e-08 3.891750803323179e-06 0.0 2.904148670150794e-08 6.410735405502393e-07 0.0
5.625 7.508469688426657e-08 3.4397667439596344e-06 0.0 2.81717811710142e-08 5.889209468189422e-07 0.0
5.875 7.097342301208326e-08 3.0563563912081054e-06 0.0 2.7003849821950005e-08 5.40869082734106e-07 0.0
