0.005 1.9142730998489088e-11 4.154131333346069e-11 0.0 2.1458238496951145e-11 4.4231249364491e-11 0.0
0.01 1.1348011388397323e-10 3.717535869683799e-09 0.0 1.230777131540585e-10 4.550729031137552e-09 0.0
0.015 2.4413254384918464e-10 1.8906529754196916e-08 0.0 2.616023141593335e-10 2.2252878337598426e-08 0.0
0.02 3.84484692556103e-10 3.1643845812863104e-08 0.0 3.972672053805505e-10 3.749001205967514e-08 0.0
0.025 5.314098452386844e-10 4.2384430670591215e-08 0.0 5.22988353665352e-10 5.165324347513487e-08 0.0
0.03 6.660559831703476e-10 5.268786753038259e-08 0.0 6.351930526883503e-10 6.590918709812025e-08 0.0
0.035 8.162435951897598e-10 6.194121417083015e-08 0.0 7.551328007038171e-10 8.031867687673488e-08 0.0
0.04 9.695801359992771e-10 7.04136086020432e-08 0.0 8.545323326716491e-10 9.47928251569954e-08 0.0
0.045 1.0938788255199089e-09 7.819239826733284e-08 0.0 9.286944312373409e-10 1.089730647665081e-07 0.0
0.05 1.2472065923724152e-09 8.536919299028474e-08 0.0 1.0003656947984559e-09 1.2146331220820155e-07 0.0
0.055 1.3844447156153383e-09 9.193986608702397e-08 0.0 1.0506980573453352e-09 1.3031504693241325e-07 0.0
0.06 1.506757776901358e-09 9.845137697942669e-08 0.0 1.085262229616141e-09 1.3592569908877214e-07 0.0
0.065 1.605463782106121e-09 1.0495611074483782e-07 0.0 1.1123576686458098e-09 1.3816712432589108e-07 0.0
0.07 1.760444688671253e-09 1.120363946507811e-07 0.0 1.1081221700964543e-09 1.3527084244497944e-07 0.0
0.075 1.8504870303256218e-09 1.1330765582195273e-07 0.0 1.1182208195808928e-09 1.261318692320354e-07 0.0
0.08 1.9177628714894234e-09 1.1246888415756608e-07 0.0 1.1088226499680807e-09 1.1560330529828961e-07 0.0
0.085 2.027711515752636e-09 1.1192529237530094e-07 0.0 1.0821626157661602e-09 1.0620130548799532e-07 0.0
